	symbol	Date	Open	High	Low	Close	Adj Close	Volume	symbolRowNum
45	DMART.NS	2022-05-09	3655.0	3655.0	3486.0	3520.300048828125	3520.300048828125	732787	45.0
46	DMART.NS	2022-05-10	3501.0	3545.25	3402.14990234375	3414.949951171875	3414.949951171875	696666	46.0
47	DMART.NS	2022-05-11	3448.0	3448.0	3311.699951171875	3339.699951171875	3339.699951171875	689554	47.0
48	DMART.NS	2022-05-12	3310.0	3334.949951171875	3241.25	3270.449951171875	3270.449951171875	725552	48.0
49	DMART.NS	2022-05-13	3351.0	3357.75	3205.0	3230.60009765625	3230.60009765625	546754	49.0
50	DMART.NS	2022-05-16	3260.0	3620.0	3186.0	3561.10009765625	3561.10009765625	1871384	50.0
51	DMART.NS	2022-05-17	3620.0	3724.0	3473.449951171875	3657.0	3657.0	926148	51.0
52	DMART.NS	2022-05-18	3700.0	3781.0	3650.0	3664.050048828125	3664.050048828125	712472	52.0
53	DMART.NS	2022-05-19	3513.0	3649.0	3491.5	3614.85009765625	3614.85009765625	439658	53.0
54	DMART.NS	2022-05-20	3708.89990234375	3717.199951171875	3610.0	3630.39990234375	3630.39990234375	334172	54.0
55	DMART.NS	2022-05-23	3650.0	3694.5	3552.050048828125	3574.10009765625	3574.10009765625	258246	55.0
56	DMART.NS	2022-05-24	3579.949951171875	3685.0	3571.199951171875	3656.75	3656.75	391193	56.0
57	DMART.NS	2022-05-25	3670.0	3694.0	3555.64990234375	3586.449951171875	3586.449951171875	224375	57.0
58	DMART.NS	2022-05-26	3586.449951171875	3635.699951171875	3465.300048828125	3577.449951171875	3577.449951171875	279250	58.0
59	DMART.NS	2022-05-27	3605.0	3649.0	3586.0	3613.85009765625	3613.85009765625	199688	59.0
60	DMART.NS	2022-05-30	3660.0	3824.89990234375	3645.0	3796.39990234375	3796.39990234375	429986	60.0
61	DMART.NS	2022-05-31	3807.75	4049.0	3767.89990234375	3972.800048828125	3972.800048828125	1335568	61.0
62	DMART.NS	2022-06-01	3960.0	4039.0	3812.550048828125	3874.050048828125	3874.050048828125	620365	62.0
63	DMART.NS	2022-06-02	3885.0	3927.550048828125	3831.10009765625	3856.89990234375	3856.89990234375	302036	63.0
64	DMART.NS	2022-06-03	3888.0	3888.39990234375	3768.0	3820.10009765625	3820.10009765625	349881	64.0
65	DMART.NS	2022-06-06	3800.0	3800.0	3675.0	3734.75	3734.75	295307	65.0
66	DMART.NS	2022-06-07	3704.0	3778.800048828125	3652.050048828125	3726.699951171875	3726.699951171875	301552	66.0
67	DMART.NS	2022-06-08	3765.0	3771.0	3700.0	3739.39990234375	3739.39990234375	250665	67.0
68	DMART.NS	2022-06-09	3729.89990234375	3850.0	3686.39990234375	3830.35009765625	3830.35009765625	445083	68.0
69	DMART.NS	2022-06-10	3790.0	3838.0	3735.10009765625	3755.64990234375	3755.64990234375	235985	69.0
70	DMART.NS	2022-06-13	3700.0	3743.60009765625	3644.39990234375	3661.60009765625	3661.60009765625	252912	70.0
71	DMART.NS	2022-06-14	3628.0	3712.699951171875	3552.25	3648.300048828125	3648.300048828125	424143	71.0
72	DMART.NS	2022-06-15	3669.89990234375	3743.949951171875	3645.35009765625	3662.89990234375	3662.89990234375	274604	72.0
73	DMART.NS	2022-06-16	3736.0	3737.89990234375	3562.0	3682.60009765625	3682.60009765625	408563	73.0
74	DMART.NS	2022-06-17	3670.0	3673.85009765625	3413.699951171875	3460.550048828125	3460.550048828125	1104855	74.0
75	DMART.NS	2022-06-20	3493.449951171875	3536.699951171875	3460.550048828125	3479.10009765625	3479.10009765625	222230	75.0
76	DMART.NS	2022-06-21	3520.0	3545.0	3450.0	3519.550048828125	3519.550048828125	340688	76.0
77	DMART.NS	2022-06-22	3524.449951171875	3524.449951171875	3466.050048828125	3486.35009765625	3486.35009765625	197297	77.0
78	DMART.NS	2022-06-23	3487.75	3502.64990234375	3401.0	3440.449951171875	3440.449951171875	355857	78.0
79	DMART.NS	2022-06-24	3489.949951171875	3489.949951171875	3390.10009765625	3412.0	3412.0	454591	79.0
80	DMART.NS	2022-06-27	3460.0	3460.0	3400.0	3408.60009765625	3408.60009765625	276838	80.0
81	DMART.NS	2022-06-28	3407.550048828125	3497.0	3374.0	3479.949951171875	3479.949951171875	440886	81.0
82	DMART.NS	2022-06-29	3450.449951171875	3527.0	3425.0	3445.25	3445.25	405633	82.0
83	DMART.NS	2022-06-30	3445.199951171875	3469.0	3370.0	3406.10009765625	3406.10009765625	384404	83.0
84	DMART.NS	2022-07-01	3394.449951171875	3406.64990234375	3331.10009765625	3388.75	3388.75	311228	84.0
85	DMART.NS	2022-07-04	3530.0	3555.0	3460.0	3495.5	3495.5	766616	85.0
86	DMART.NS	2022-07-05	3506.0	3657.64990234375	3506.0	3639.050048828125	3639.050048828125	859254	86.0
87	DMART.NS	2022-07-06	3650.0	3830.0	3650.0	3792.0	3792.0	751853	87.0
88	DMART.NS	2022-07-07	3870.0	3935.60009765625	3830.0	3850.949951171875	3850.949951171875	463192	88.0
89	DMART.NS	2022-07-08	3868.39990234375	3974.0	3851.10009765625	3941.699951171875	3941.699951171875	568785	89.0
90	DMART.NS	2022-07-11	4000.0	4087.85009765625	3892.0	3986.85009765625	3986.85009765625	2331905	90.0
91	DMART.NS	2022-07-12	3986.5	3986.85009765625	3855.0	3878.39990234375	3878.39990234375	569128	91.0
92	DMART.NS	2022-07-13	3900.0	3944.0	3870.0	3883.35009765625	3883.35009765625	423704	92.0
93	DMART.NS	2022-07-14	3913.89990234375	3944.0	3884.0	3924.85009765625	3924.85009765625	372526	93.0
94	DMART.NS	2022-07-15	3925.0	3939.89990234375	3888.0	3926.800048828125	3926.800048828125	194371	94.0
95	DMART.NS	2022-07-18	3951.0	3968.0	3920.0	3945.75	3945.75	287481	95.0
96	DMART.NS	2022-07-19	3911.0	3942.0	3911.0	3931.300048828125	3931.300048828125	169004	96.0
97	DMART.NS	2022-07-20	3960.0	3965.0	3902.0	3915.449951171875	3915.449951171875	251615	97.0
98	DMART.NS	2022-07-21	3930.0	4059.0	3920.050048828125	4035.35009765625	4035.35009765625	587934	98.0
99	DMART.NS	2022-07-22	4070.0	4077.89990234375	3950.0	3963.39990234375	3963.39990234375	457904	99.0
100	DMART.NS	2022-07-25	3973.0	4050.0	3935.0	4040.050048828125	4040.050048828125	444451	100.0
101	DMART.NS	2022-07-26	4038.0	4038.0	3909.0	3932.39990234375	3932.39990234375	430993	101.0
102	ASIANPAINT.NS	2022-02-28	3090.0	3190.5	3015.0	3174.64990234375	3156.4599609375	1678348	0.0
103	ASIANPAINT.NS	2022-03-02	3107.0	3111.199951171875	2991.10009765625	3028.949951171875	3011.594970703125	3014206	1.0
104	ASIANPAINT.NS	2022-03-03	3029.0	3051.0	2862.0	2871.89990234375	2855.444580078125	4406840	2.0
105	ASIANPAINT.NS	2022-03-04	2863.800048828125	2863.800048828125	2662.050048828125	2738.14990234375	2722.4609375	6979253	3.0
106	ASIANPAINT.NS	2022-03-07	2649.89990234375	2727.949951171875	2599.35009765625	2708.449951171875	2692.93115234375	3233760	4.0
107	ASIANPAINT.NS	2022-03-08	2690.0	2736.949951171875	2638.0	2723.39990234375	2707.795654296875	2611102	5.0
108	ASIANPAINT.NS	2022-03-09	2750.0	2890.0	2665.050048828125	2874.949951171875	2858.477294921875	4076068	6.0
109	ASIANPAINT.NS	2022-03-10	3000.0	3040.0	2891.199951171875	2912.800048828125	2896.110595703125	3971987	7.0
110	ASIANPAINT.NS	2022-03-11	2917.0	2939.949951171875	2882.35009765625	2932.0	2915.200439453125	1265493	8.0
111	ASIANPAINT.NS	2022-03-14	2950.0	2972.35009765625	2917.300048828125	2962.800048828125	2945.823974609375	1214217	9.0
112	ASIANPAINT.NS	2022-03-15	2998.0	3032.0	2966.0	2987.14990234375	2970.034423828125	1857685	10.0
113	ASIANPAINT.NS	2022-03-16	3043.0	3050.0	3010.75	3042.0	3024.570068359375	1287234	11.0
114	ASIANPAINT.NS	2022-03-17	3113.5	3163.300048828125	3076.5	3136.60009765625	3118.628173828125	2867519	12.0
115	ASIANPAINT.NS	2022-03-21	3117.300048828125	3117.300048828125	3030.10009765625	3045.75	3028.298583984375	1259015	13.0
116	ASIANPAINT.NS	2022-03-22	3024.0	3062.699951171875	2975.0	3051.14990234375	3033.667724609375	1515772	14.0
117	ASIANPAINT.NS	2022-03-23	3060.0	3079.89990234375	3005.0	3016.800048828125	2999.5146484375	948403	15.0
118	ASIANPAINT.NS	2022-03-24	2969.5	3038.949951171875	2950.550048828125	3025.35009765625	3008.015625	1243917	16.0
119	ASIANPAINT.NS	2022-03-25	3025.35009765625	3064.550048828125	2991.0	3046.949951171875	3029.49169921875	1083275	17.0
120	ASIANPAINT.NS	2022-03-28	3046.949951171875	3058.60009765625	2995.64990234375	3027.449951171875	3010.103515625	680332	18.0
121	ASIANPAINT.NS	2022-03-29	3069.0	3087.699951171875	3012.699951171875	3042.60009765625	3025.166748046875	1120936	19.0
122	ASIANPAINT.NS	2022-03-30	3078.0	3094.35009765625	3055.89990234375	3081.550048828125	3063.8935546875	849545	20.0
123	ASIANPAINT.NS	2022-03-31	3115.0	3129.25	3066.10009765625	3079.949951171875	3062.302734375	1464862	21.0
124	ASIANPAINT.NS	2022-04-01	3110.0	3121.0	3087.64990234375	3114.14990234375	3096.306640625	637392	22.0
125	ASIANPAINT.NS	2022-04-04	3124.949951171875	3143.0	3093.5	3118.0	3100.134765625	873264	23.0
126	ASIANPAINT.NS	2022-04-05	3110.0	3157.0	3080.0	3140.800048828125	3122.80419921875	805874	24.0
127	ASIANPAINT.NS	2022-04-06	3137.0	3165.0	3113.0	3154.0	3135.928466796875	736379	25.0
128	ASIANPAINT.NS	2022-04-07	3154.0	3208.949951171875	3145.5	3155.0	3136.922607421875	1025244	26.0
129	ASIANPAINT.NS	2022-04-08	3168.0	3220.0	3151.199951171875	3206.25	3187.879150390625	678898	27.0
130	ASIANPAINT.NS	2022-04-11	3184.0	3222.0	3150.0	3157.449951171875	3139.358642578125	672652	28.0
131	ASIANPAINT.NS	2022-04-12	3154.699951171875	3162.10009765625	3114.14990234375	3128.64990234375	3110.7236328125	794265	29.0
132	ASIANPAINT.NS	2022-04-13	3117.199951171875	3121.89990234375	3066.10009765625	3080.64990234375	3062.99853515625	1121350	30.0
133	ASIANPAINT.NS	2022-04-18	3056.0	3058.0	3013.0	3021.550048828125	3004.2373046875	1032504	31.0
134	ASIANPAINT.NS	2022-04-19	3030.0	3059.199951171875	2970.0	2991.199951171875	2974.061279296875	749782	32.0
135	ASIANPAINT.NS	2022-04-20	2991.300048828125	3089.5	2980.0	3083.0	3065.335205078125	838182	33.0
136	ASIANPAINT.NS	2022-04-21	3089.800048828125	3174.39990234375	3086.050048828125	3158.25	3140.154052734375	1069035	34.0
137	ASIANPAINT.NS	2022-04-22	3121.5	3173.300048828125	3113.25	3164.39990234375	3146.268798828125	681191	35.0
138	ASIANPAINT.NS	2022-04-25	3134.0	3155.10009765625	3095.10009765625	3130.60009765625	3112.66259765625	1096774	36.0
139	ASIANPAINT.NS	2022-04-26	3130.0	3148.699951171875	3105.800048828125	3125.64990234375	3107.74072265625	1703441	37.0
140	ASIANPAINT.NS	2022-04-27	3096.0	3164.0	3085.949951171875	3148.35009765625	3130.310791015625	963536	38.0
141	ASIANPAINT.NS	2022-04-28	3190.0	3268.0	3170.0	3247.699951171875	3229.091552734375	2001838	39.0
142	ASIANPAINT.NS	2022-04-29	3249.0	3278.0	3221.300048828125	3237.199951171875	3218.651611328125	1088970	40.0
143	ASIANPAINT.NS	2022-05-02	3195.0	3211.5	3154.050048828125	3200.0	3181.664794921875	595522	41.0
144	ASIANPAINT.NS	2022-05-04	3178.0	3194.699951171875	3081.449951171875	3100.85009765625	3083.0830078125	1120002	42.0
145	ASIANPAINT.NS	2022-05-05	3104.75	3126.949951171875	3070.0	3076.550048828125	3058.922119140625	724601	43.0
146	ASIANPAINT.NS	2022-05-06	3020.0	3052.39990234375	3003.89990234375	3016.25	2998.9677734375	923941	44.0
147	ASIANPAINT.NS	2022-05-09	3000.85009765625	3038.800048828125	2975.0	3005.25	2988.03076171875	998324	45.0
148	ASIANPAINT.NS	2022-05-10	3051.0	3138.75	3036.0	3086.35009765625	3068.666015625	2460016	46.0
149	ASIANPAINT.NS	2022-05-11	3090.39990234375	3109.550048828125	2979.0	3053.64990234375	3036.1533203125	1883969	47.0
150	ASIANPAINT.NS	2022-05-12	3042.0	3078.0	2988.0	3039.949951171875	3022.53173828125	1254245	48.0
151	ASIANPAINT.NS	2022-05-13	3074.39990234375	3116.25	3035.300048828125	3064.0	3046.444091796875	1121729	49.0
152	ASIANPAINT.NS	2022-05-16	3089.89990234375	3089.89990234375	2985.199951171875	2999.89990234375	2982.711181640625	733044	50.0
153	ASIANPAINT.NS	2022-05-17	2998.89990234375	3056.60009765625	2951.0	3050.0	3032.5244140625	1179081	51.0
154	ASIANPAINT.NS	2022-05-18	3030.0	3128.800048828125	3026.0	3100.10009765625	3082.33740234375	1379763	52.0
155	ASIANPAINT.NS	2022-05-19	3000.5	3071.699951171875	3000.449951171875	3046.89990234375	3029.44189453125	772390	53.0
156	ASIANPAINT.NS	2022-05-20	3080.0	3125.0	3070.0	3109.949951171875	3092.130859375	778957	54.0
157	ASIANPAINT.NS	2022-05-23	3143.949951171875	3188.0	3130.050048828125	3174.199951171875	3156.0126953125	813294	55.0
158	ASIANPAINT.NS	2022-05-24	3174.75	3183.64990234375	3070.0	3086.85009765625	3069.163330078125	691307	56.0
159	ASIANPAINT.NS	2022-05-25	3039.0	3039.0	2826.300048828125	2838.050048828125	2821.788818359375	3381427	57.0
160	ASIANPAINT.NS	2022-05-26	2850.0	2860.0	2718.550048828125	2840.14990234375	2823.876708984375	3212196	58.0
161	ASIANPAINT.NS	2022-05-27	2868.0	2869.0	2781.0	2834.85009765625	2818.607177734375	1879534	59.0
162	ASIANPAINT.NS	2022-05-30	2880.0	2884.0	2817.0	2844.0	2827.70458984375	2525482	60.0
163	ASIANPAINT.NS	2022-05-31	2844.0	2878.0	2811.0	2859.64990234375	2843.264892578125	2408221	61.0
164	ASIANPAINT.NS	2022-06-01	2859.64990234375	2939.89990234375	2832.050048828125	2852.5	2836.156005859375	1770795	62.0
165	ASIANPAINT.NS	2022-06-02	2870.199951171875	2919.0	2848.0	2908.550048828125	2891.884765625	1164197	63.0
166	ASIANPAINT.NS	2022-06-03	2905.0	2919.449951171875	2856.0	2886.89990234375	2870.358642578125	1228489	64.0
167	ASIANPAINT.NS	2022-06-06	2871.10009765625	2872.0	2807.699951171875	2817.449951171875	2801.306640625	1193698	65.0
168	ASIANPAINT.NS	2022-06-07	2800.0	2804.0	2731.0	2744.699951171875	2728.9736328125	1403598	66.0
169	ASIANPAINT.NS	2022-06-08	2771.89990234375	2775.0	2700.0	2705.199951171875	2689.699951171875	1743575	67.0
170	ASIANPAINT.NS	2022-06-09	2680.0	2697.60009765625	2633.75	2686.800048828125	2686.800048828125	1857501	68.0
171	ASIANPAINT.NS	2022-06-10	2665.0	2736.0	2652.0	2708.75	2708.75	1592920	69.0
172	ASIANPAINT.NS	2022-06-13	2669.949951171875	2683.0	2642.5	2660.75	2660.75	1674206	70.0
173	ASIANPAINT.NS	2022-06-14	2617.0	2666.35009765625	2585.0	2635.39990234375	2635.39990234375	2296040	71.0
174	ASIANPAINT.NS	2022-06-15	2650.0	2683.60009765625	2627.10009765625	2661.14990234375	2661.14990234375	928842	72.0
175	ASIANPAINT.NS	2022-06-16	2694.949951171875	2725.449951171875	2640.0	2657.449951171875	2657.449951171875	1280628	73.0
176	ASIANPAINT.NS	2022-06-17	2650.10009765625	2657.0	2560.0	2580.199951171875	2580.199951171875	2043251	74.0
177	ASIANPAINT.NS	2022-06-20	2600.0	2673.35009765625	2588.35009765625	2660.699951171875	2660.699951171875	1595360	75.0
178	ASIANPAINT.NS	2022-06-21	2674.949951171875	2710.0	2640.0	2678.35009765625	2678.35009765625	1042074	76.0
179	ASIANPAINT.NS	2022-06-22	2688.0	2707.949951171875	2626.35009765625	2666.35009765625	2666.35009765625	1871760	77.0
180	ASIANPAINT.NS	2022-06-23	2674.949951171875	2767.949951171875	2674.949951171875	2758.199951171875	2758.199951171875	1612872	78.0
181	ASIANPAINT.NS	2022-06-24	2775.0	2784.800048828125	2726.0	2760.89990234375	2760.89990234375	2215583	79.0
182	ASIANPAINT.NS	2022-06-27	2779.89990234375	2827.64990234375	2765.0	2820.949951171875	2820.949951171875	1295734	80.0
183	ASIANPAINT.NS	2022-06-28	2780.0	2784.800048828125	2704.300048828125	2726.5	2726.5	1838358	81.0
184	ASIANPAINT.NS	2022-06-29	2706.5	2719.0	2678.0	2697.800048828125	2697.800048828125	1066354	82.0
185	ASIANPAINT.NS	2022-06-30	2714.85009765625	2726.949951171875	2680.0	2695.199951171875	2695.199951171875	1291447	83.0
186	ASIANPAINT.NS	2022-07-01	2704.89990234375	2780.0	2685.0	2773.14990234375	2773.14990234375	1477191	84.0
187	ASIANPAINT.NS	2022-07-04	2775.14990234375	2798.0	2744.800048828125	2790.300048828125	2790.300048828125	653147	85.0
188	ASIANPAINT.NS	2022-07-05	2785.0	2812.300048828125	2760.0	2766.60009765625	2766.60009765625	1073043	86.0
189	ASIANPAINT.NS	2022-07-06	2830.550048828125	2869.0	2805.14990234375	2861.39990234375	2861.39990234375	2085735	87.0
190	ASIANPAINT.NS	2022-07-07	2901.39990234375	2932.0	2876.800048828125	2891.39990234375	2891.39990234375	1469087	88.0
191	ASIANPAINT.NS	2022-07-08	2880.0	2888.0	2840.5	2879.800048828125	2879.800048828125	1274148	89.0
192	ASIANPAINT.NS	2022-07-11	2874.0	2940.550048828125	2851.35009765625	2933.050048828125	2933.050048828125	1081885	90.0
193	ASIANPAINT.NS	2022-07-12	2920.0	2923.25	2885.39990234375	2893.199951171875	2893.199951171875	1115524	91.0
194	ASIANPAINT.NS	2022-07-13	2949.0	2968.949951171875	2926.050048828125	2941.199951171875	2941.199951171875	2153712	92.0
195	ASIANPAINT.NS	2022-07-14	2952.10009765625	2954.85009765625	2912.39990234375	2939.14990234375	2939.14990234375	882479	93.0
196	ASIANPAINT.NS	2022-07-15	2949.949951171875	2985.0	2940.449951171875	2978.14990234375	2978.14990234375	1668006	94.0
197	ASIANPAINT.NS	2022-07-18	2994.75	3025.0	2988.39990234375	3017.85009765625	3017.85009765625	823390	95.0
198	ASIANPAINT.NS	2022-07-19	2983.449951171875	3023.0	2978.14990234375	3019.10009765625	3019.10009765625	638171	96.0
199	ASIANPAINT.NS	2022-07-20	3033.0	3044.699951171875	3000.0	3006.449951171875	3006.449951171875	867436	97.0
200	ASIANPAINT.NS	2022-07-21	2981.0	3084.949951171875	2981.0	3066.10009765625	3066.10009765625	1184060	98.0
201	ASIANPAINT.NS	2022-07-22	3066.10009765625	3092.75	3048.0	3067.39990234375	3067.39990234375	1268141	99.0
202	ASIANPAINT.NS	2022-07-25	3069.5	3117.199951171875	3051.64990234375	3104.949951171875	3104.949951171875	985844	100.0
203	ASIANPAINT.NS	2022-07-26	3096.0	3149.800048828125	3053.0	3108.5	3108.5	2876310	101.0
